City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
311,severo-yeniseyskiy,60.3725,93.0408,-35.43,100,74,4.0,RU,1704401689
312,huarmey,-10.0681,-78.1522,75.74,77,93,9.51,PE,1704401689
313,es castell,39.8795,4.2854,59.68,100,75,8.05,ES,1704401690
314,dogondoutchi,13.6393,4.0287,74.86,13,2,10.0,NE,1704401690
315,lata,40.1629,-8.3327,51.93,95,42,4.29,PT,1704401690
316,richlands,37.0932,-81.7937,35.98,69,100,3.44,US,1704401690
317,chebba,35.2372,11.115,60.33,53,3,10.78,TN,1704401691
318,caleta de carquin,-11.0925,-77.6267,75.34,77,89,9.89,PE,1704401691
319,kavaratti,10.5669,72.642,80.04,81,100,11.21,IN,1704401691
320,nakonde,-9.3421,32.745,59.77,97,100,0.96,ZM,1704401691
321,palikir - national government center,6.9248,158.1611,79.54,83,75,3.44,FM,1704401692
322,chanute,37.6792,-95.4572,44.28,60,0,8.05,US,1704401692
323,shchyolkino,45.4291,35.8223,47.55,91,100,12.75,UA,1704401692
324,aripuana,-9.1667,-60.6333,78.08,87,100,2.62,BR,1704401692
325,bouafle,6.9904,-5.7442,78.62,61,11,4.38,CI,1704401693
326,nantucket,41.2835,-70.0995,44.02,70,20,9.22,US,1704401402
327,matthew town,20.95,-73.6667,78.46,76,7,2.21,BS,1704401693
328,rikaze,29.25,88.8833,22.91,22,0,1.9,CN,1704401693
329,lexington,37.9887,-84.4777,40.73,53,0,3.44,US,1704401616
330,kavieng,-2.5744,150.7967,82.08,78,97,1.03,PG,1704401694
331,richards bay,-28.783,32.0377,67.24,84,0,2.64,ZA,1704401694
332,raduzhny,62.0961,77.475,-8.21,87,100,11.7,RU,1704401694
333,zabid,14.1951,43.3152,75.45,64,4,5.01,YE,1704401694
334,sydney mines,46.2367,-60.2177,32.0,81,100,6.91,CA,1704401695
335,alice springs,-23.7,133.8833,83.75,32,83,8.05,AU,1704401695
336,waitara,-38.925,174.25,64.49,70,100,7.16,NZ,1704401695
337,uruacu,-14.5247,-49.1408,72.88,95,100,2.26,BR,1704401478
338,port elizabeth,-33.918,25.5701,70.11,89,0,16.11,ZA,1704401696
339,port-gentil,-0.7193,8.7815,80.56,94,20,4.61,GA,1704401696
340,male,4.1748,73.5089,80.55,89,75,5.75,MV,1704401696
341,masterton,-40.9597,175.6575,63.88,65,100,8.37,NZ,1704401696
342,zouerate,22.7187,-12.4521,67.82,18,0,8.32,MR,1704401697
343,ta`u,-14.2336,-169.5144,82.72,77,24,15.64,AS,1704401697
344,tolanaro,-25.0319,46.9987,75.27,88,75,11.5,MG,1704401697
345,salto,-31.3833,-57.9667,78.28,67,90,8.21,UY,1704401664
346,ceerigaabo,10.6162,47.368,58.64,30,45,6.44,SO,1704401697
347,marsabit,2.3284,37.9899,71.83,41,3,10.92,KE,1704401698
348,jianguang,28.1938,115.7836,49.77,61,100,0.51,CN,1704401698
349,yamada,39.4667,141.95,34.81,77,8,5.14,JP,1704401698
350,remire-montjoly,4.9167,-52.2667,82.44,78,100,13.8,GF,1704401698
351,kodiak,57.79,-152.4072,36.91,87,100,10.36,US,1704401699
352,mahur,25.1667,93.1167,48.38,72,0,0.87,IN,1704401699
353,giyani,-23.3025,30.7187,72.91,69,35,6.87,ZA,1704401699
354,eraan,9.0629,117.7016,78.26,90,71,4.14,PH,1704401700
355,princeville,45.7668,-61.2985,30.65,90,100,2.3,CA,1704401700
356,bridgewater,44.3835,-64.5155,35.22,92,100,1.14,CA,1704401700
357,sorong,-0.8833,131.25,78.44,85,100,3.74,ID,1704401700
358,nova sintra,14.8667,-24.7167,70.07,64,0,17.6,CV,1704401701
359,luquillo,18.3725,-65.7166,85.75,84,20,6.91,PR,1704401701
360,mali,12.079,-12.2982,66.22,23,41,1.32,GN,1704401702
